-4.0,-1.96
-3.99,-1.96
-3.98,-1.96
-3.98,-1.955
-3.98,-1.95
-3.97,-1.96
-3.96,-1.96
-3.96,-1.95
-3.96,-1.94
-4.0,-1.86
-3.99,-1.86
-3.98,-1.86
-3.97,-1.86
-3.96,-1.86
-3.95,-1.86
-4.0,-1.84
-4.0,-1.85
-3.99,-1.76
-4.0,-1.76
-4.0,-1.74
-3.99,-1.74
-3.98,-1.74
-3.98,-1.76
-3.96,-1.74
-3.95,-1.745
-3.95,-1.755
-3.96,-1.76
-3.98,-1.75
-3.97,-1.76
-3.97,-1.74
-3.99,-1.66
-4.0,-1.655
-4.0,-1.645
-3.99,-1.64
-3.98,-1.64
-3.98,-1.66
-3.96,-1.64
-3.95,-1.645
-3.95,-1.655
-3.96,-1.66
-3.98,-1.645
-3.97,-1.66
-3.98,-1.65
-4.0,-1.54
-4.0,-1.55
-3.99,-1.555
-3.98,-1.56
-3.96,-1.54
-3.96,-1.55
-3.97,-1.555
-3.997,-1.555
-3.963,-1.555
-3.977,-1.557
-3.983,-1.557
-4.0,-1.46
-3.99,-1.46
-3.98,-1.46
-3.98,-1.455
-3.98,-1.45
-3.97,-1.46
-3.96,-1.46
-3.96,-1.45
-3.96,-1.44
-3.99,-1.36
-4.0,-1.355
-4.0,-1.345
-3.99,-1.34
-3.98,-1.34
-3.98,-1.36
-3.96,-1.34
-3.95,-1.345
-3.95,-1.355
-3.96,-1.36
-3.97,-1.34
-3.97,-1.36
-3.99,-1.26
-4.0,-1.255
-4.0,-1.245
-3.99,-1.24
-3.98,-1.24
-3.98,-1.26
-3.96,-1.24
-3.95,-1.24
-3.95,-1.26
-3.96,-1.26
-3.97,-1.24
-3.97,-1.26
-4.0,-1.16
-3.99,-1.16
-3.98,-1.16
-3.97,-1.16
-3.96,-1.16
-3.95,-1.16
-4.0,-1.14
-3.99,-1.14
-3.98,-1.14
-3.97,-1.14
-3.96,-1.14
-3.95,-1.14
-3.97,-1.1534
-3.975,-1.15
-3.98,-1.1467
-3.96,-1.1567
-3.99,-1.1434
-4.0,-1.06
-4.0,-1.05
-3.99,-1.04
-3.99,-1.06
-3.98,-1.06
-3.98,-1.04
-3.97,-1.06
-3.96,-1.06
-3.96,-1.05
-3.97,-1.04
-3.997,-1.045
-3.963,-1.045
-4.0,-0.959999999999999
-4.0,-0.954999999999999
-4.0,-0.949999999999999
-4.0,-0.944999999999999
-4.0,-0.939999999999999
-4.0,-0.859999999999999
-3.99,-0.859999999999999
-3.98,-0.859999999999999
-3.97,-0.859999999999999
-3.96,-0.859999999999999
-3.95,-0.859999999999999
-4.0,-0.839999999999999
-3.99,-0.839999999999999
-3.98,-0.839999999999999
-3.97,-0.839999999999999
-3.96,-0.839999999999999
-3.95,-0.839999999999999
-3.97,-0.853399999999999
-3.975,-0.849999999999999
-3.97,-0.846699999999999
-3.96,-0.856699999999999
-3.96,-0.843399999999999
-3.99,-0.759999999999999
-4.0,-0.754999999999999
-4.0,-0.744999999999999
-3.99,-0.739999999999999
-3.98,-0.744999999999999
-3.975,-0.754999999999999
-3.97,-0.744999999999999
-3.96,-0.739999999999999
-3.95,-0.744999999999999
-3.95,-0.754999999999999
-3.96,-0.759999999999999
-4.0,-0.659999999999999
-4.0,-0.654999999999999
-4.0,-0.649999999999999
-4.0,-0.644999999999999
-4.0,-0.639999999999999
-3.99,-0.559999999999999
-4.0,-0.554999999999999
-4.0,-0.544999999999999
-3.99,-0.539999999999999
-3.98,-0.539999999999999
-3.97,-0.559999999999999
-3.96,-0.539999999999999
-3.95,-0.544999999999999
-3.95,-0.554999999999999
-3.96,-0.559999999999999
-3.972,-0.549999999999999
-3.97,-0.539999999999999
-4.0,-0.449999999999999
-4.0,-0.459999999999999
-4.0,-0.439999999999999
-3.99,-0.449999999999999
-3.98,-0.449999999999999
-3.97,-0.449999999999999
-3.96,-0.449999999999999
-3.95,-0.449999999999999
-3.96,-0.459999999999999
-4.0,-0.349999999999999
-4.0,-0.359999999999999
-4.0,-0.339999999999999
-3.99,-0.349999999999999
-3.98,-0.349999999999999
-3.97,-0.349999999999999
-3.96,-0.349999999999999
-3.95,-0.349999999999999
-3.96,-0.359999999999999
-4.0,-0.239999999999999
-3.99,-0.239999999999999
-3.98,-0.239999999999999
-3.97,-0.239999999999999
-3.96,-0.239999999999999
-3.95,-0.239999999999999
-3.97,-0.249999999999999
-3.97,-0.259999999999999
-3.96,-0.259999999999999
-3.95,-0.259999999999999
-3.99,-0.159999999999999
-4.0,-0.159999999999999
-4.0,-0.139999999999999
-3.99,-0.139999999999999
-3.98,-0.139999999999999
-3.98,-0.159999999999999
-3.96,-0.139999999999999
-3.95,-0.144999999999999
-3.95,-0.154999999999999
-3.96,-0.159999999999999
-3.98,-0.149999999999999
-3.97,-0.159999999999999
-3.97,-0.139999999999999
-4.0,-0.0599999999999994
-3.99,-0.0599999999999994
-3.98,-0.0599999999999994
-3.98,-0.0549999999999994
-3.98,-0.0499999999999994
-3.97,-0.0599999999999994
-3.96,-0.0599999999999994
-3.96,-0.0499999999999994
-3.96,-0.0399999999999994
-4.0,0.0400000000000006
-3.99,0.0400000000000006
-3.98,0.0400000000000006
-3.98,0.0450000000000006
-3.98,0.0500000000000006
-3.97,0.0400000000000006
-3.96,0.0400000000000006
-3.96,0.0500000000000006
-3.96,0.0600000000000006
-3.99,0.140000000000001
-4.0,0.145000000000001
-4.0,0.155000000000001
-3.99,0.160000000000001
-3.98,0.140000000000001
-3.96,0.160000000000001
-3.95,0.155000000000001
-3.95,0.145000000000001
-3.96,0.140000000000001
-3.97,0.140000000000001
-4.0,0.240000000000001
-4.0,0.250000000000001
-3.99,0.255000000000001
-3.98,0.260000000000001
-3.96,0.240000000000001
-3.96,0.250000000000001
-3.97,0.255000000000001
-3.997,0.255000000000001
-3.963,0.255000000000001
-3.977,0.257000000000001
-3.983,0.257000000000001
